order_id,order_date,customer_id,product_id,quantity,unit_price,sales,cost,profit,payment_method,returned
9384,2024-12-13,1384,P009,4,1137.51,4550.04,2913.88,1636.16,UPI,No
9385,2026-01-15,2883,P003,5,17102.2,85511.0,58447.65,27063.35,Net Banking,No
9386,2025-07-16,1375,P006,4,561.42,2245.68,1352.28,893.4,Credit Card,No
9387,2024-10-16,896,P005,5,1549.42,7747.1,4736.3,3010.8,Credit Card,No
9388,2025-11-19,1992,P006,2,641.66,1283.32,865.52,417.8,Net Banking,No
9389,2025-10-26,4113,P002,4,22809.33,91237.32,67094.4,24142.92,Cash,No
9390,2025-07-12,1153,P006,4,554.25,2217.0,1379.52,837.48,Debit Card,No
9391,2024-08-13,3111,P009,5,1217.34,6086.7,4380.7,1706.0,UPI,No
9392,2025-02-28,210,P008,4,7433.96,29735.84,23253.76,6482.08,Cash,No
9393,2025-05-07,3213,P008,1,6509.79,6509.79,4008.43,2501.36,Cash,No
9394,2024-07-11,1184,P005,5,1544.35,7721.75,4683.0,3038.75,Debit Card,No
9395,2026-05-07,1442,P001,4,50698.84,202795.36,159132.52,43662.84,Credit Card,No
9396,2026-01-19,1654,P008,3,6425.86,19277.58,15331.59,3945.99,Debit Card,No
9397,2024-10-19,3771,P008,1,6690.36,6690.36,5132.06,1558.3,Debit Card,No
9398,2024-10-16,4064,P005,3,1375.77,4127.31,3290.37,836.94,Credit Card,Yes
9399,2025-02-18,2412,P002,3,24320.89,72962.67,44871.96,28090.71,Debit Card,No
9400,2025-09-24,4771,P012,5,4128.41,20642.05,15092.95,5549.1,UPI,No
9401,2025-01-25,378,P003,2,17574.65,35149.3,22725.4,12423.9,Debit Card,No
9402,2025-01-15,2847,P005,5,1469.88,7349.4,4437.7,2911.7,Debit Card,No
9403,2024-12-25,3905,P011,3,2071.87,6215.61,3952.32,2263.29,UPI,No
9404,2024-07-06,505,P003,1,19737.42,19737.42,12188.38,7549.04,Net Banking,No
9405,2025-09-07,11,P005,3,1488.31,4464.93,3399.66,1065.27,Cash,No
9406,2024-08-02,1603,P008,4,7481.84,29927.36,21699.24,8228.12,Net Banking,No
9407,2026-05-12,4337,P001,5,56375.71,281878.55,215482.55,66396.0,UPI,No
9408,2024-09-03,2094,P007,3,2648.38,7945.14,5004.96,2940.18,Debit Card,Yes
9409,2026-02-18,3004,P011,5,2392.06,11960.3,7833.3,4127.0,Debit Card,No
9410,2025-09-16,4637,P001,2,53307.1,106614.2,64491.06,42123.14,Debit Card,No
9411,2025-10-31,1070,P005,2,1639.04,3278.08,2448.64,829.44,Cash,No
9412,2025-04-22,1160,P008,3,6354.99,19064.97,14821.98,4242.99,Cash,Yes
9413,2025-08-22,4114,P006,2,612.13,1224.26,797.6,426.66,Debit Card,No
9414,2024-07-18,4460,P004,1,12671.19,12671.19,8120.85,4550.34,UPI,No
9415,2025-03-23,4148,P003,1,16324.34,16324.34,11813.05,4511.29,Credit Card,No
9416,2025-03-28,2322,P007,4,2632.96,10531.84,8411.12,2120.72,Credit Card,No
9417,2025-08-16,3163,P010,5,8577.51,42887.55,29781.55,13106.0,Cash,No
9418,2025-11-10,3716,P005,5,1379.4,6897.0,5242.9,1654.1,Debit Card,No
9419,2025-10-01,4808,P012,1,4886.84,4886.84,3025.02,1861.82,Credit Card,No
9420,2026-02-16,2016,P009,2,1215.97,2431.94,1816.42,615.52,Credit Card,No
9421,2025-12-07,1635,P008,4,6477.91,25911.64,18565.84,7345.8,Cash,No
9422,2025-12-08,1844,P012,4,4375.18,17500.72,13114.28,4386.44,Cash,No
9423,2025-05-18,2959,P007,2,2604.14,5208.28,4144.34,1063.94,Credit Card,No
9424,2024-11-07,3296,P004,5,12646.32,63231.6,49448.55,13783.05,UPI,No
9425,2026-01-01,3081,P003,4,16823.48,67293.92,43592.84,23701.08,Cash,No
9426,2026-03-03,841,P009,2,1298.74,2597.48,2074.24,523.24,Debit Card,No
9427,2025-09-24,4568,P001,3,50775.32,152325.96,106441.47,45884.49,Net Banking,No
9428,2025-11-03,3626,P008,4,6471.28,25885.12,19234.2,6650.92,Net Banking,No
9429,2024-06-22,1721,P010,5,9557.53,47787.65,29579.45,18208.2,Credit Card,No
9430,2026-04-06,1365,P011,2,2080.5,4161.0,3314.6,846.4,UPI,No
9431,2026-04-27,4979,P012,2,4708.49,9416.98,6330.8,3086.18,Debit Card,No
9432,2024-07-06,967,P012,2,4367.0,8734.0,5533.1,3200.9,Net Banking,No
9433,2025-04-11,4004,P003,2,18786.09,37572.18,29919.56,7652.62,UPI,No
9434,2025-07-02,1447,P005,3,1565.62,4696.86,3754.98,941.88,Cash,No
9435,2024-08-11,3111,P001,3,50638.83,151916.49,115255.2,36661.29,UPI,No
9436,2025-01-22,2595,P009,4,1212.15,4848.6,3424.92,1423.68,Credit Card,No
9437,2024-07-29,1208,P012,1,4532.55,4532.55,2836.09,1696.46,Cash,No
9438,2025-01-04,515,P002,2,26563.82,53127.64,32904.68,20222.96,Credit Card,No
9439,2025-05-13,3456,P008,5,6983.49,34917.45,22430.5,12486.95,Debit Card,No
9440,2025-08-02,4441,P006,4,645.38,2581.52,1621.96,959.56,Credit Card,No
9441,2026-05-24,3574,P010,2,9824.4,19648.8,12780.36,6868.44,Credit Card,No
9442,2024-09-01,2508,P008,4,7678.92,30715.68,21846.32,8869.36,Cash,No
9443,2025-11-12,1288,P005,1,1397.57,1397.57,908.8,488.77,Credit Card,No
9444,2025-06-08,1506,P012,5,4750.07,23750.35,18721.9,5028.45,Net Banking,No
9445,2025-01-04,4982,P007,3,2555.51,7666.53,5025.45,2641.08,UPI,No
9446,2026-03-18,3474,P004,4,11818.22,47272.88,30394.84,16878.04,UPI,No
9447,2026-06-03,1378,P012,3,4462.42,13387.26,8834.37,4552.89,Net Banking,No
9448,2025-12-15,2867,P001,3,51507.57,154522.71,103523.82,50998.89,Credit Card,No
9449,2025-01-14,2134,P008,2,6675.32,13350.64,10242.16,3108.48,Credit Card,No
9450,2024-10-11,3632,P003,3,18816.73,56450.19,35210.25,21239.94,Debit Card,Yes
9451,2024-08-29,662,P009,3,1300.58,3901.74,2929.02,972.72,Cash,No
9452,2024-12-24,1183,P011,4,2192.44,8769.76,6879.16,1890.6,Credit Card,No
9453,2024-09-14,1264,P008,5,7397.86,36989.3,27696.75,9292.55,UPI,No
9454,2024-11-04,1860,P011,4,2166.35,8665.4,5799.36,2866.04,UPI,No
9455,2026-02-26,648,P002,4,27194.31,108777.24,69338.96,39438.28,Net Banking,No
9456,2024-12-30,3585,P009,4,1317.33,5269.32,3434.6,1834.72,Cash,No
9457,2024-07-21,2956,P009,4,1119.6,4478.4,3151.0,1327.4,Credit Card,No
9458,2025-09-30,2776,P006,4,554.06,2216.24,1405.92,810.32,Credit Card,No
9459,2024-12-09,1328,P001,1,53049.94,53049.94,36338.97,16710.97,UPI,No
9460,2024-11-09,4795,P003,5,19279.2,96396.0,67645.2,28750.8,Net Banking,No
9461,2024-06-21,4646,P002,5,26768.48,133842.4,96205.1,37637.3,Credit Card,No
9462,2025-10-18,662,P007,2,2749.09,5498.18,3937.0,1561.18,Credit Card,No
9463,2025-07-21,116,P006,1,540.47,540.47,400.32,140.15,Credit Card,No
9464,2026-06-10,3683,P006,2,616.23,1232.46,906.78,325.68,UPI,No
9465,2025-02-03,4064,P004,2,10919.14,21838.28,13787.9,8050.38,Cash,No
9466,2026-02-11,110,P003,2,18314.93,36629.86,29005.88,7623.98,Debit Card,No
9467,2024-11-24,319,P008,1,6331.85,6331.85,4806.22,1525.63,Credit Card,No
9468,2025-10-22,112,P010,4,9175.83,36703.32,28808.36,7894.96,Debit Card,No
9469,2025-01-31,1819,P008,4,7101.05,28404.2,21528.48,6875.72,Cash,No
9470,2025-04-06,2696,P008,2,6766.14,13532.28,9776.68,3755.6,Debit Card,No
9471,2024-09-26,1235,P005,2,1400.65,2801.3,2123.32,677.98,Credit Card,No
9472,2025-06-28,4547,P002,3,22745.83,68237.49,41003.1,27234.39,Net Banking,No
9473,2024-11-07,2460,P006,1,541.51,541.51,377.02,164.49,Net Banking,No
9474,2024-11-02,2159,P003,1,19033.1,19033.1,11607.23,7425.87,Debit Card,No
9475,2026-02-09,3863,P004,2,11504.85,23009.7,13867.96,9141.74,Cash,No
9476,2025-10-20,1934,P003,5,17529.04,87645.2,62682.15,24963.05,UPI,Yes
9477,2024-10-20,1946,P002,5,24132.82,120664.1,95229.75,25434.35,Credit Card,No
9478,2025-03-28,3982,P006,2,617.53,1235.06,867.06,368.0,UPI,No
9479,2025-11-25,1246,P010,1,9834.7,9834.7,7048.29,2786.41,Debit Card,No
9480,2026-02-05,3568,P011,5,2103.49,10517.45,6541.0,3976.45,UPI,No
9481,2025-08-21,1830,P007,3,2746.2,8238.6,6422.91,1815.69,Debit Card,No
9482,2026-06-03,2871,P008,5,7308.93,36544.65,23740.15,12804.5,Debit Card,No
9483,2025-06-11,721,P007,5,2586.58,12932.9,9474.7,3458.2,UPI,No
9484,2026-03-04,875,P012,2,4334.48,8668.96,6199.7,2469.26,Cash,No
9485,2025-03-11,672,P001,2,52459.81,104919.62,67762.5,37157.12,Cash,No
9486,2024-09-11,4622,P007,4,2520.49,10081.96,7380.72,2701.24,UPI,No
9487,2025-08-09,210,P010,3,8662.03,25986.09,20474.67,5511.42,Credit Card,No
9488,2025-04-22,4329,P012,5,4670.9,23354.5,18204.05,5150.45,Cash,No
9489,2025-09-12,1000,P002,3,26515.99,79547.97,49028.94,30519.03,Net Banking,No
9490,2024-11-30,1923,P010,4,8192.9,32771.6,22728.6,10043.0,UPI,No
9491,2026-02-17,2589,P003,1,17035.85,17035.85,10864.3,6171.55,Credit Card,No
9492,2025-04-11,1554,P010,3,9223.33,27669.99,17235.12,10434.87,Credit Card,Yes
9493,2025-12-06,1875,P008,2,6671.99,13343.98,10562.2,2781.78,UPI,No
9494,2025-05-08,4372,P010,3,8676.96,26030.88,20628.39,5402.49,Net Banking,Yes
9495,2026-04-17,2239,P006,4,569.71,2278.84,1790.84,488.0,Debit Card,Yes
9496,2025-10-14,877,P008,2,7058.76,14117.52,8629.96,5487.56,Debit Card,No
9497,2024-11-09,1576,P001,3,51103.54,153310.62,119629.86,33680.76,Cash,No
9498,2026-02-03,40,P002,5,25603.36,128016.8,85464.15,42552.65,UPI,No
9499,2024-10-27,2141,P007,5,2323.97,11619.85,8621.85,2998.0,Cash,No
9500,2025-05-19,1031,P004,3,11082.22,33246.66,21313.02,11933.64,Net Banking,No
9501,2024-12-05,2835,P011,4,2114.41,8457.64,5277.56,3180.08,Credit Card,No
9502,2024-09-22,4824,P008,4,7561.78,30247.12,18288.6,11958.52,UPI,No
9503,2026-01-27,4938,P011,1,2229.4,2229.4,1363.54,865.86,UPI,No
9504,2024-12-11,2413,P005,1,1619.13,1619.13,1051.79,567.34,Debit Card,No
9505,2025-07-07,999,P001,3,52087.23,156261.69,105771.63,50490.06,Cash,No
9506,2026-03-30,4675,P005,3,1374.09,4122.27,2897.01,1225.26,Cash,No
9507,2024-10-12,3097,P002,1,25708.67,25708.67,17929.84,7778.83,Debit Card,No
9508,2024-12-08,1988,P010,3,8217.11,24651.33,17010.06,7641.27,Debit Card,No
9509,2024-09-12,1098,P003,2,17642.54,35285.08,25109.22,10175.86,Credit Card,No
9510,2025-04-30,2580,P002,3,24335.93,73007.79,54225.9,18781.89,Cash,No
9511,2024-08-16,1800,P002,2,22643.1,45286.2,36187.26,9098.94,UPI,No
9512,2024-11-16,3381,P009,5,1091.2,5456.0,4232.15,1223.85,UPI,No
9513,2025-02-17,3817,P003,4,18311.61,73246.44,49818.24,23428.2,Cash,No
9514,2024-08-16,3153,P008,5,7282.13,36410.65,23216.95,13193.7,Credit Card,Yes
9515,2026-02-21,2331,P010,1,8815.62,8815.62,6328.03,2487.59,Net Banking,No
9516,2024-06-26,4374,P001,4,52668.69,210674.76,158522.32,52152.44,Credit Card,No
9517,2025-12-18,1557,P010,1,8904.52,8904.52,5347.9,3556.62,Cash,No
9518,2026-01-24,1576,P008,5,6337.91,31689.55,25011.75,6677.8,Cash,No
9519,2024-08-03,4091,P003,1,16416.66,16416.66,11319.01,5097.65,UPI,No
9520,2025-08-28,1108,P001,4,56362.32,225449.28,151931.44,73517.84,Debit Card,No
9521,2024-08-14,1575,P010,5,8391.99,41959.95,32215.75,9744.2,Debit Card,No
9522,2025-11-06,4810,P010,2,9403.78,18807.56,12372.76,6434.8,Debit Card,No
9523,2025-02-19,1173,P006,5,563.48,2817.4,1796.5,1020.9,Net Banking,No
9524,2025-09-02,848,P006,4,627.95,2511.8,1674.0,837.8,Credit Card,No
9525,2025-04-30,1302,P010,3,9753.6,29260.8,23147.97,6112.83,Credit Card,No
9526,2026-03-02,223,P011,4,2207.57,8830.28,6205.88,2624.4,Net Banking,No
9527,2025-01-19,1769,P005,5,1611.96,8059.8,6436.95,1622.85,Credit Card,No
9528,2025-04-13,1599,P003,2,16412.13,32824.26,23621.8,9202.46,Credit Card,No
9529,2026-02-16,4994,P011,1,2195.83,2195.83,1658.52,537.31,Net Banking,No
9530,2025-08-07,3650,P012,2,4274.62,8549.24,6357.82,2191.42,Cash,No
9531,2025-04-06,167,P001,5,50753.7,253768.5,185089.8,68678.7,Cash,No
9532,2024-09-05,1011,P002,1,23327.07,23327.07,16048.44,7278.63,Debit Card,No
9533,2024-07-05,3583,P010,1,9081.93,9081.93,6266.25,2815.68,Debit Card,No
9534,2025-02-22,4591,P007,3,2313.41,6940.23,4704.12,2236.11,UPI,No
9535,2025-10-13,927,P003,1,17114.26,17114.26,12522.34,4591.92,Debit Card,No
9536,2024-08-13,668,P002,5,24718.82,123594.1,84323.15,39270.95,Credit Card,No
9537,2025-09-04,3213,P001,3,52322.85,156968.55,121635.33,35333.22,Net Banking,No
9538,2026-05-12,3645,P009,5,1239.5,6197.5,4708.6,1488.9,Net Banking,No
9539,2026-04-05,121,P001,1,52296.93,52296.93,40307.97,11988.96,UPI,No
9540,2026-02-03,2190,P008,3,6339.27,19017.81,14751.87,4265.94,Debit Card,Yes
9541,2025-04-16,2950,P001,3,59739.32,179217.96,118308.93,60909.03,Net Banking,No
9542,2024-11-15,3703,P003,2,18537.0,37074.0,29092.86,7981.14,UPI,No
9543,2024-07-19,2401,P002,4,24246.82,96987.28,68893.08,28094.2,Net Banking,No
9544,2025-04-21,566,P002,2,26470.78,52941.56,42100.78,10840.78,UPI,No
9545,2026-01-03,3074,P001,4,59407.47,237629.88,161130.84,76499.04,Debit Card,No
9546,2025-08-23,164,P006,2,641.62,1283.24,935.3,347.94,Credit Card,No
9547,2024-07-15,392,P008,1,7472.87,7472.87,5629.09,1843.78,Cash,No
9548,2025-02-21,1577,P012,4,4058.15,16232.6,12729.84,3502.76,Cash,No
9549,2025-12-08,4498,P009,1,1104.59,1104.59,691.69,412.9,UPI,No
9550,2024-12-26,1764,P006,4,592.52,2370.08,1532.88,837.2,UPI,No
9551,2025-04-11,2213,P005,5,1476.45,7382.25,5184.65,2197.6,Cash,No
9552,2025-01-10,4765,P002,2,27458.97,54917.94,37997.96,16919.98,Net Banking,No
9553,2025-10-06,2586,P003,4,16816.76,67267.04,51883.68,15383.36,Credit Card,No
9554,2025-10-11,4795,P005,3,1404.06,4212.18,2880.72,1331.46,Net Banking,No
9555,2025-01-14,4936,P005,2,1607.75,3215.5,2150.08,1065.42,Credit Card,No
9556,2026-02-07,2224,P003,2,19054.68,38109.36,26178.1,11931.26,Debit Card,No
9557,2025-01-05,43,P008,2,7455.11,14910.22,11690.88,3219.34,UPI,No
9558,2025-02-10,2711,P005,5,1388.4,6942.0,4446.0,2496.0,Credit Card,No
9559,2025-10-22,4467,P002,1,22757.66,22757.66,15130.64,7627.02,Credit Card,No
9560,2025-12-07,907,P011,1,2101.18,2101.18,1679.89,421.29,Net Banking,No
9561,2025-02-24,1428,P006,3,542.05,1626.15,1123.08,503.07,Debit Card,No
9562,2026-02-17,1678,P003,2,17036.82,34073.64,25624.56,8449.08,Debit Card,No
9563,2026-06-14,2227,P012,5,4247.93,21239.65,16355.1,4884.55,Cash,No
9564,2024-12-09,657,P012,4,4355.54,17422.16,12845.16,4577.0,Debit Card,No
9565,2025-04-13,1446,P008,5,7607.08,38035.4,29276.05,8759.35,Debit Card,No
9566,2026-04-24,4671,P004,5,11161.61,55808.05,37331.35,18476.7,Cash,No
9567,2025-09-07,4310,P010,4,8556.14,34224.56,27045.88,7178.68,UPI,No
9568,2025-03-01,4961,P006,4,586.08,2344.32,1711.12,633.2,UPI,No
9569,2026-01-29,2887,P011,2,2417.69,4835.38,3056.92,1778.46,Cash,No
9570,2026-01-17,1473,P010,5,8183.42,40917.1,24575.85,16341.25,UPI,No
9571,2025-08-16,2320,P005,3,1450.87,4352.61,2840.4,1512.21,UPI,No
9572,2024-09-24,4997,P009,2,1307.5,2615.0,1963.04,651.96,UPI,No
9573,2025-10-05,4209,P006,5,605.54,3027.7,2399.55,628.15,Debit Card,No
9574,2025-07-07,1455,P008,1,7496.83,7496.83,4614.98,2881.85,UPI,No
9575,2025-12-02,3271,P009,5,1296.37,6481.85,4234.15,2247.7,Debit Card,No
9576,2025-09-24,886,P010,3,9689.0,29067.0,22646.13,6420.87,Cash,No
9577,2026-02-10,2584,P012,4,4185.49,16741.96,10720.32,6021.64,UPI,No
9578,2025-11-12,4069,P008,1,6979.71,6979.71,5234.5,1745.21,Debit Card,No
9579,2026-01-02,3521,P009,3,1245.59,3736.77,2600.46,1136.31,Net Banking,No
9580,2025-05-17,3318,P005,3,1464.19,4392.57,3496.05,896.52,Credit Card,No
9581,2025-06-25,2084,P005,2,1648.33,3296.66,2009.18,1287.48,Debit Card,No
9582,2026-03-09,2195,P004,2,11109.76,22219.52,17633.0,4586.52,Net Banking,No
9583,2026-01-30,1793,P011,4,2116.89,8467.56,6753.8,1713.76,Credit Card,No
9584,2026-04-15,1151,P005,3,1624.83,4874.49,3715.44,1159.05,Net Banking,No
9585,2025-11-22,50,P003,2,19504.23,39008.46,23920.46,15088.0,Cash,No
9586,2025-01-31,659,P005,2,1482.58,2965.16,2279.98,685.18,Cash,No
9587,2025-02-13,3695,P010,5,8482.17,42410.85,25917.7,16493.15,Net Banking,No
9588,2025-07-12,4475,P002,3,23128.41,69385.23,50434.38,18950.85,UPI,No
9589,2024-07-14,1693,P006,1,599.84,599.84,451.01,148.83,Credit Card,No
9590,2026-03-30,1303,P004,1,10896.27,10896.27,6625.2,4271.07,UPI,No
9591,2025-07-10,2343,P011,3,2152.64,6457.92,3936.81,2521.11,UPI,No
9592,2026-04-03,165,P002,3,25427.01,76281.03,58401.54,17879.49,Cash,No
9593,2026-06-15,3621,P010,4,9378.12,37512.48,23174.8,14337.68,Cash,No
9594,2026-02-22,3652,P002,3,23552.8,70658.4,52084.35,18574.05,Net Banking,No
9595,2024-08-02,1113,P001,5,52031.06,260155.3,185943.3,74212.0,Cash,No
9596,2026-01-10,3098,P001,1,51331.77,51331.77,38901.65,12430.12,Debit Card,No
9597,2026-01-07,1374,P011,5,2219.27,11096.35,8581.65,2514.7,Net Banking,No
9598,2024-12-14,4211,P012,5,4785.39,23926.95,17757.9,6169.05,Net Banking,No
9599,2025-05-06,784,P005,4,1444.34,5777.36,3712.92,2064.44,Cash,No
9600,2025-01-21,2539,P006,2,606.5,1213.0,752.06,460.94,UPI,No
9601,2026-04-10,1080,P008,2,7522.96,15045.92,11348.26,3697.66,Credit Card,No
9602,2025-05-13,2867,P006,3,594.43,1783.29,1277.55,505.74,UPI,No
9603,2024-08-30,1291,P009,1,1177.49,1177.49,877.72,299.77,Net Banking,No
9604,2025-08-23,401,P012,5,4662.63,23313.15,14549.95,8763.2,Credit Card,No
9605,2026-02-05,2254,P008,2,7200.08,14400.16,9407.82,4992.34,Cash,No
9606,2024-12-30,1539,P002,3,23892.18,71676.54,54316.95,17359.59,Debit Card,No
9607,2025-02-10,2830,P011,5,2113.66,10568.3,7091.55,3476.75,Cash,No
9608,2025-07-01,2770,P005,3,1440.36,4321.08,2876.61,1444.47,Credit Card,No
9609,2024-12-03,4294,P009,1,1231.04,1231.04,852.73,378.31,Cash,No
9610,2025-03-07,1722,P005,1,1427.02,1427.02,964.5,462.52,UPI,No
9611,2024-09-11,265,P010,2,8465.37,16930.74,12120.16,4810.58,Cash,No
9612,2025-01-17,1351,P012,2,4446.61,8893.22,6733.54,2159.68,UPI,No
9613,2026-04-15,2492,P002,2,23557.81,47115.62,33933.42,13182.2,Debit Card,No
9614,2025-06-03,634,P006,2,647.56,1295.12,964.7,330.42,Credit Card,No
9615,2024-08-25,671,P010,4,8411.02,33644.08,26671.92,6972.16,Net Banking,No
9616,2024-12-25,3747,P002,4,25692.74,102770.96,75376.48,27394.48,Cash,No
9617,2024-12-19,3320,P007,4,2530.82,10123.28,6562.32,3560.96,Credit Card,No
9618,2025-02-11,2703,P005,3,1470.1,4410.3,2994.72,1415.58,Net Banking,No
9619,2026-03-28,325,P007,3,2734.28,8202.84,6476.55,1726.29,Cash,No
9620,2025-02-05,2370,P012,1,4734.69,4734.69,3582.42,1152.27,Credit Card,No
9621,2024-12-01,1511,P004,5,13038.3,65191.5,45855.65,19335.85,UPI,No
9622,2024-09-13,4217,P003,5,19226.01,96130.05,61730.25,34399.8,Debit Card,No
9623,2026-04-06,1410,P010,1,8896.34,8896.34,6445.23,2451.11,Debit Card,No
9624,2024-11-19,921,P007,3,2255.45,6766.35,4109.61,2656.74,Debit Card,No
9625,2025-10-09,447,P009,1,1244.32,1244.32,812.57,431.75,Cash,No
9626,2024-12-04,2159,P008,3,6853.39,20560.17,16367.07,4193.1,UPI,No
9627,2026-04-07,225,P010,4,9782.54,39130.16,29005.08,10125.08,Credit Card,No
9628,2026-02-18,1475,P012,4,4837.99,19351.96,12296.84,7055.12,Cash,No
9629,2026-05-21,1991,P001,1,60042.14,60042.14,39688.1,20354.04,Net Banking,No
9630,2025-06-10,3456,P010,3,8249.91,24749.73,19036.89,5712.84,Cash,No
9631,2025-05-17,4147,P006,4,581.15,2324.6,1697.04,627.56,Debit Card,No
9632,2025-04-14,1049,P001,4,57745.51,230982.04,149866.32,81115.72,Debit Card,No
9633,2026-04-08,1055,P011,3,2126.8,6380.4,3832.44,2547.96,Credit Card,No
9634,2025-12-03,1065,P007,2,2286.7,4573.4,3308.46,1264.94,Cash,No
9635,2026-05-19,274,P006,5,575.63,2878.15,1784.55,1093.6,UPI,No
9636,2024-08-07,4672,P009,3,1290.24,3870.72,2512.14,1358.58,Cash,No
9637,2025-01-28,273,P009,5,1251.0,6255.0,3782.75,2472.25,Credit Card,No
9638,2026-03-09,2186,P004,2,11163.69,22327.38,13573.18,8754.2,Debit Card,No
9639,2026-03-10,266,P005,1,1592.82,1592.82,1091.63,501.19,Cash,No
9640,2024-06-24,1940,P007,4,2272.81,9091.24,6907.04,2184.2,Net Banking,No
9641,2026-03-01,3062,P001,5,51714.54,258572.7,183456.6,75116.1,Net Banking,No
9642,2025-05-17,4870,P012,4,4453.53,17814.12,10903.56,6910.56,UPI,Yes
9643,2025-03-22,1104,P009,5,1306.81,6534.05,4787.15,1746.9,Debit Card,No
9644,2026-03-26,3397,P004,3,12192.81,36578.43,24942.87,11635.56,Cash,No
9645,2025-03-20,2396,P005,3,1527.37,4582.11,3418.92,1163.19,Credit Card,No
9646,2024-09-25,2726,P010,3,8698.35,26095.05,16642.92,9452.13,Debit Card,No
9647,2026-05-31,1986,P009,2,1140.6,2281.2,1823.08,458.12,Debit Card,No
9648,2026-06-01,4159,P008,4,6901.35,27605.4,17792.52,9812.88,Net Banking,No
9649,2024-07-27,1714,P007,3,2707.86,8123.58,5359.02,2764.56,UPI,No
9650,2025-10-30,1726,P009,3,1203.6,3610.8,2298.99,1311.81,Debit Card,No
9651,2026-02-02,3852,P007,3,2726.24,8178.72,6141.63,2037.09,UPI,No
9652,2026-04-28,3676,P001,3,53624.77,160874.31,128078.1,32796.21,Net Banking,No
9653,2024-11-29,3375,P004,5,12815.57,64077.85,49714.5,14363.35,UPI,No
9654,2026-06-07,2028,P012,2,4398.76,8797.52,6905.58,1891.94,Debit Card,No
9655,2026-04-02,1306,P012,1,4367.38,4367.38,3077.13,1290.25,Net Banking,No
9656,2025-07-03,267,P001,1,54588.4,54588.4,34377.55,20210.85,Debit Card,No
9657,2025-12-19,2228,P006,5,609.19,3045.95,2412.9,633.05,Cash,No
9658,2025-01-28,347,P008,5,7323.19,36615.95,27182.15,9433.8,Cash,No
9659,2025-01-18,1847,P007,5,2514.21,12571.05,7788.9,4782.15,Debit Card,No
9660,2025-09-24,3925,P005,2,1509.07,3018.14,1982.98,1035.16,Credit Card,No
9661,2025-10-19,3382,P005,1,1444.2,1444.2,1057.22,386.98,Net Banking,No
9662,2024-09-23,98,P008,1,7627.98,7627.98,5901.21,1726.77,Net Banking,No
9663,2026-04-09,2852,P001,2,56678.69,113357.38,68419.38,44938.0,Net Banking,No
9664,2026-04-28,3256,P008,3,7287.63,21862.89,17035.98,4826.91,Debit Card,No
9665,2025-08-11,3265,P004,1,11239.69,11239.69,8138.74,3100.95,UPI,No
9666,2025-02-22,4947,P009,4,1216.83,4867.32,3889.72,977.6,Net Banking,No
9667,2024-07-11,4030,P011,4,2303.04,9212.16,6471.72,2740.44,Debit Card,No
9668,2024-07-17,1778,P008,5,6817.22,34086.1,21135.4,12950.7,Cash,No
9669,2025-06-08,4885,P009,1,1257.88,1257.88,972.16,285.72,Debit Card,No
9670,2025-09-12,4376,P002,5,26285.59,131427.95,92596.6,38831.35,Debit Card,No
9671,2025-07-18,3477,P002,1,26338.57,26338.57,18434.02,7904.55,UPI,No
9672,2025-07-18,2606,P006,5,643.14,3215.7,2513.0,702.7,Net Banking,No
9673,2024-09-03,2859,P006,5,631.13,3155.65,2428.0,727.65,Net Banking,No
9674,2024-11-05,2651,P003,5,18319.62,91598.1,57900.95,33697.15,Credit Card,No
9675,2024-08-19,2718,P010,4,9237.39,36949.56,26473.04,10476.52,Net Banking,No
9676,2026-04-19,3645,P010,5,9042.3,45211.5,33224.1,11987.4,Net Banking,No
9677,2026-06-18,4751,P011,4,2283.43,9133.72,5899.92,3233.8,Cash,No
9678,2024-07-16,1075,P012,3,4473.85,13421.55,9773.91,3647.64,UPI,No
9679,2025-08-14,3500,P009,3,1237.07,3711.21,2828.22,882.99,Cash,No
9680,2024-07-27,4367,P012,3,4174.73,12524.19,9717.3,2806.89,Net Banking,Yes
9681,2024-06-26,3986,P001,4,52559.8,210239.2,144368.12,65871.08,Net Banking,No
9682,2026-01-29,599,P008,3,7584.69,22754.07,16997.22,5756.85,Net Banking,No
9683,2025-04-04,1755,P004,5,11624.48,58122.4,39745.95,18376.45,UPI,No
9684,2025-01-25,1941,P003,4,17267.56,69070.24,46927.28,22142.96,UPI,No
9685,2026-03-13,4249,P008,1,7640.32,7640.32,5814.46,1825.86,Debit Card,No
9686,2025-07-05,813,P010,2,8659.28,17318.56,13527.72,3790.84,Cash,No
9687,2024-08-28,715,P007,4,2400.4,9601.6,6812.6,2789.0,Credit Card,No
9688,2024-11-18,2423,P006,3,627.85,1883.55,1206.99,676.56,UPI,No
9689,2026-05-15,3143,P003,1,19267.35,19267.35,11664.72,7602.63,Cash,No
9690,2024-07-11,726,P005,5,1410.93,7054.65,4398.2,2656.45,UPI,No
9691,2025-02-23,227,P001,3,50342.2,151026.6,93178.53,57848.07,UPI,No
9692,2026-02-05,3973,P010,1,9264.51,9264.51,7063.72,2200.79,Cash,No
9693,2025-02-13,4774,P001,1,60447.74,60447.74,44568.66,15879.08,UPI,No
9694,2026-01-11,151,P008,5,7517.76,37588.8,24613.85,12974.95,Cash,No
9695,2025-07-02,4832,P012,1,4217.49,4217.49,2587.63,1629.86,Cash,No
